r,L,M,S
600.2,0.831773,0.331489,180369e-10
600.3,0.830666,0.330023,178844e-10
600.4,0.829557,0.32856,177334e-10
600.5,0.828446,0.3271,175837e-10
600.6,0.827333,0.325642,174353e-10
600.7,0.826218,0.324188,172883e-10
600.8,0.8251,0.322737,171426e-10
600.9,0.823981,0.321288,169982e-10
601,0.822859,0.319843,168551e-10
601.1,0.821735,0.318401,167133e-10
601.2,0.820608,0.316962,165728e-10
601.3,0.819478,0.315525,164335e-10
601.4,0.818346,0.314093,162955e-10
601.5,0.817211,0.312663,161587e-10
601.6,0.816073,0.311237,160231e-10
601.7,0.814932,0.309814,158888e-10
601.8,0.813788,0.308394,157556e-10
601.9,0.812641,0.306977,156237e-10
602,0.811491,0.305564,154929e-10
602.1,0.810338,0.304155,153633e-10
602.2,0.809181,0.302748,152348e-10
602.3,0.80802,0.301345,151075e-10
602.4,0.806856,0.299946,149813e-10
602.5,0.805689,0.29855,148563e-10
602.6,0.804518,0.297158,147323e-10
602.7,0.803343,0.295769,146095e-10
602.8,0.802164,0.294384,144878e-10
602.9,0.800981,0.293003,143671e-10
603,0.799794,0.291625,142476e-10
603.1,0.798603,0.290251,14129e-9
603.2,0.797408,0.288881,140116e-10
603.3,0.796209,0.287514,138952e-10
603.4,0.795005,0.286151,137798e-10
603.5,0.793797,0.284792,136654e-10
603.6,0.792585,0.283436,135521e-10
603.7,0.791368,0.282085,134398e-10
603.8,0.790146,0.280737,133284e-10
603.9,0.78892,0.279393,132181e-10
604,0.787689,0.278053,131087e-10
604.1,0.786453,0.276717,130003e-10
604.2,0.785212,0.275385,128928e-10
604.3,0.783967,0.274057,127863e-10
604.4,0.782716,0.272733,126808e-10
604.5,0.78146,0.271413,125762e-10
604.6,0.7802,0.270096,124725e-10
604.7,0.778933,0.268784,123697e-10
604.8,0.777662,0.267476,122678e-10
604.9,0.776385,0.266172,121668e-10
605,0.775103,0.264872,120667e-10
605.1,0.773816,0.263576,119675e-10
605.2,0.772523,0.262284,118692e-10
605.3,0.771225,0.260997,117718e-10
605.4,0.769921,0.259713,116751e-10
605.5,0.768613,0.258434,115794e-10
605.6,0.767299,0.257159,114845e-10
605.7,0.765981,0.255888,113904e-10
605.8,0.764657,0.254621,112971e-10
605.9,0.763329,0.253358,112047e-10
606,0.761996,0.252099,111131e-10
606.1,0.760658,0.250845,110223e-10
606.2,0.759316,0.249595,109323e-10
606.3,0.75797,0.248349,10843e-9
606.4,0.756619,0.247108,107546e-10
606.5,0.755263,0.24587,106669e-10
606.6,0.753904,0.244637,1058e-8
606.7,0.75254,0.243408,104938e-10
606.8,0.751172,0.242184,104084e-10
606.9,0.7498,0.240963,103238e-10
607,0.748425,0.239747,102399e-10
607.1,0.747045,0.238535,101567e-10
607.2,0.745662,0.237328,100743e-10
607.3,0.744275,0.236124,999253e-11
607.4,0.742884,0.234926,991151e-11
607.5,0.74149,0.233731,983119e-11
607.6,0.740093,0.232541,975158e-11
607.7,0.738692,0.231354,967266e-11
607.8,0.737288,0.230173,959442e-11
607.9,0.73588,0.228995,951687e-11
608,0.73447,0.227822,943999e-11
608.1,0.733056,0.226654,936378e-11
608.2,0.73164,0.225489,928823e-11
608.3,0.73022,0.224329,921334e-11
608.4,0.728798,0.223173,913909e-11
608.5,0.727373,0.222022,906549e-11
608.6,0.725945,0.220875,899253e-11
608.7,0.724514,0.219732,89202e-10
608.8,0.723081,0.218594,88485e-10
608.9,0.721646,0.21746,877742e-11
609,0.720208,0.21633,870695e-11
609.1,0.718768,0.215205,863709e-11
609.2,0.717325,0.214084,856783e-11
609.3,0.715881,0.212967,849918e-11
609.4,0.714434,0.211855,843111e-11
609.5,0.712985,0.210747,836364e-11
609.6,0.711535,0.209644,829674e-11
609.7,0.710082,0.208545,823042e-11
609.8,0.708627,0.20745,816468e-11
609.9,0.707171,0.206359,80995e-10
610,0.705713,0.205273,803488e-11
610.1,0.704253,0.204192,797081e-11
610.2,0.702792,0.203114,79073e-10
610.3,0.701329,0.202041,784433e-11
610.4,0.699865,0.200972,778191e-11
610.5,0.698399,0.199908,772002e-11
610.6,0.696931,0.198848,765866e-11
610.7,0.695461,0.197792,759783e-11
610.8,0.69399,0.19674,753752e-11
610.9,0.692518,0.195693,747772e-11
611,0.691044,0.19465,741844e-11
611.1,0.689568,0.193611,735967e-11
611.2,0.68809,0.192576,73014e-10
611.3,0.686611,0.191545,724362e-11
611.4,0.68513,0.190519,718634e-11
611.5,0.683648,0.189497,712955e-11
611.6,0.682164,0.188479,707325e-11
611.7,0.680678,0.187465,701742e-11
611.8,0.679191,0.186455,696208e-11
611.9,0.677702,0.185449,69072e-10
612,0.676212,0.184448,685279e-11
612.1,0.674719,0.18345,679885e-11
612.2,0.673226,0.182457,674536e-11
612.3,0.671731,0.181467,669233e-11
612.4,0.670234,0.180482,663975e-11
612.5,0.668735,0.179501,658762e-11
612.6,0.667235,0.178523,653593e-11
612.7,0.665734,0.17755,648468e-11
612.8,0.664231,0.176581,643386e-11
612.9,0.662726,0.175615,638348e-11
613,0.66122,0.174654,633352e-11
613.1,0.659712,0.173697,628399e-11
613.2,0.658202,0.172743,623487e-11
613.3,0.656691,0.171794,618617e-11
613.4,0.655179,0.170848,613789e-11
613.5,0.653665,0.169906,609001e-11
613.6,0.652149,0.168969,604253e-11
613.7,0.650632,0.168035,599546e-11
613.8,0.649113,0.167105,594879e-11
613.9,0.647593,0.166179,590251e-11
614,0.646072,0.165256,585662e-11
614.1,0.644548,0.164338,581111e-11
614.2,0.643024,0.163423,576599e-11
614.3,0.641498,0.162512,572125e-11
614.4,0.63997,0.161605,567689e-11
614.5,0.638441,0.160702,56329e-10
614.6,0.63691,0.159803,558928e-11
614.7,0.635378,0.158907,554602e-11
614.8,0.633845,0.158015,550313e-11
614.9,0.63231,0.157127,54606e-10
615,0.630773,0.156243,541843e-11
615.1,0.629236,0.155362,0
615.2,0.627697,0.154485,0
615.3,0.626156,0.153612,0
615.4,0.624615,0.152742,0
615.5,0.623072,0.151876,0
615.6,0.621529,0.151014,0
615.7,0.619985,0.150156,0
615.8,0.61844,0.149301,0
615.9,0.616895,0.14845,0
616,0.615349,0.147602,0
616.1,0.613803,0.146759,0
616.2,0.612257,0.145919,0
616.3,0.61071,0.145082,0
616.4,0.609164,0.144249,0
616.5,0.607617,0.14342,0
616.6,0.606071,0.142595,0
616.7,0.604524,0.141773,0
616.8,0.602979,0.140955,0
616.9,0.601433,0.14014,0
617,0.599888,0.139329,0
617.1,0.598344,0.138521,0
617.2,0.5968,0.137718,0
617.3,0.595258,0.136917,0
617.4,0.593716,0.136121,0
617.5,0.592175,0.135328,0
617.6,0.590635,0.134538,0
617.7,0.589097,0.133752,0
617.8,0.587559,0.13297,0
617.9,0.586023,0.132191,0
618,0.584489,0.131416,0
618.1,0.582956,0.130644,0
618.2,0.581424,0.129876,0
618.3,0.579894,0.129111,0
618.4,0.578367,0.12835,0
618.5,0.57684,0.127592,0
618.6,0.575316,0.126838,0
618.7,0.573794,0.126087,0
618.8,0.572274,0.12534,0
618.9,0.570756,0.124596,0
619,0.56924,0.123856,0
619.1,0.567727,0.123119,0
619.2,0.566216,0.122386,0
619.3,0.564708,0.121656,0
619.4,0.563202,0.120929,0
619.5,0.561699,0.120206,0
619.6,0.560198,0.119486,0
619.7,0.5587,0.11877,0
619.8,0.557205,0.118057,0
619.9,0.555713,0.117348,0
620,0.554224,0.116641,0
620.1,0.552738,0.115939,0
620.2,0.551255,0.115239,0
620.3,0.549775,0.114543,0
620.4,0.548297,0.113851,0
620.5,0.546821,0.113161,0
620.6,0.545347,0.112476,0
620.7,0.543876,0.111793,0
620.8,0.542405,0.111114,0
620.9,0.540937,0.110438,0
621,0.539469,0.109766,0
621.1,0.538003,0.109097,0
621.2,0.536538,0.108431,0
621.3,0.535073,0.107769,0
621.4,0.533609,0.10711,0
621.5,0.532145,0.106454,0
621.6,0.530682,0.105802,0
621.7,0.529219,0.105153,0
621.8,0.527755,0.104507,0
621.9,0.526291,0.103865,0
622,0.524827,0.103226,0
622.1,0.523362,0.102591,0
622.2,0.521896,0.101959,0
622.3,0.52043,0.10133,0
622.4,0.518962,0.100704,0
622.5,0.517493,0.100082,0
622.6,0.516023,0.0994632,0
622.7,0.514551,0.0988475,0
622.8,0.513077,0.0982352,0
622.9,0.511601,0.0976262,0
623,0.510124,0.0970205,0
623.1,0.508644,0.0964181,0
623.2,0.507162,0.0958189,0
623.3,0.505677,0.0952231,0
623.4,0.50419,0.0946304,0
623.5,0.5027,0.0940411,0
623.6,0.501207,0.093455,0
623.7,0.499712,0.0928721,0
623.8,0.498213,0.0922925,0
623.9,0.496711,0.0917162,0
624,0.495206,0.091143,0
624.1,0.493697,0.0905731,0
624.2,0.492184,0.0900063,0
624.3,0.490668,0.0894428,0
624.4,0.489148,0.0888825,0
624.5,0.487624,0.0883254,0
624.6,0.486096,0.0877714,0
624.7,0.484564,0.0872206,0
624.8,0.483027,0.086673,0
624.9,0.481486,0.0861285,0
625,0.479941,0.0855872,0
625.1,0.478391,0.085049,0
625.2,0.476837,0.0845139,0
625.3,0.475278,0.0839819,0
625.4,0.473716,0.083453,0
625.5,0.47215,0.0829271,0
625.6,0.47058,0.0824043,0
625.7,0.469007,0.0818845,0
625.8,0.467431,0.0813676,0
625.9,0.465852,0.0808537,0
626,0.46427,0.0803428,0
626.1,0.462685,0.0798348,0
626.2,0.461098,0.0793297,0
626.3,0.459509,0.0788275,0
626.4,0.457918,0.0783282,0
626.5,0.456325,0.0778317,0
626.6,0.45473,0.077338,0
626.7,0.453134,0.0768471,0
626.8,0.451536,0.0763591,0
626.9,0.449938,0.0758738,0
627,0.448338,0.0753913,0
627.1,0.446738,0.0749115,0
627.2,0.445137,0.0744344,0
627.3,0.443536,0.07396,0
627.4,0.441934,0.0734883,0
627.5,0.440333,0.0730193,0
627.6,0.438731,0.0725529,0
627.7,0.43713,0.0720892,0
627.8,0.435529,0.071628,0
627.9,0.433929,0.0711695,0
628,0.432329,0.0707136,0
628.1,0.430731,0.0702602,0
628.2,0.429133,0.0698093,0
628.3,0.427536,0.069361,0
628.4,0.425941,0.0689152,0
628.5,0.424347,0.0684719,0
628.6,0.422755,0.0680311,0
628.7,0.421165,0.0675928,0
628.8,0.419576,0.0671569,0
628.9,0.41799,0.0667234,0
629,0.416406,0.0662924,0
629.1,0.414824,0.0658638,0
629.2,0.413244,0.0654375,0
629.3,0.411667,0.0650137,0
629.4,0.410093,0.0645922,0
629.5,0.408521,0.064173,0
629.6,0.406953,0.0637562,0
629.7,0.405387,0.0633417,0
629.8,0.403825,0.0629295,0
629.9,0.402266,0.0625196,0
630,0.400711,0.062112,0
630.1,0.399159,0.0617067,0
630.2,0.397611,0.0613036,0
630.3,0.396066,0.0609027,0
630.4,0.394525,0.0605042,0
630.5,0.392987,0.0601078,0
630.6,0.391454,0.0597137,0
630.7,0.389923,0.0593218,0
630.8,0.388397,0.0589321,0
630.9,0.386874,0.0585447,0
631,0.385355,0.0581595,0
631.1,0.38384,0.0577765,0
631.2,0.382329,0.0573956,0
631.3,0.380821,0.057017,0
631.4,0.379318,0.0566406,0
631.5,0.377818,0.0562663,0
631.6,0.376322,0.0558942,0
631.7,0.37483,0.0555243,0
631.8,0.373341,0.0551566,0
631.9,0.371857,0.054791,0
632,0.370377,0.0544276,0
632.1,0.3689,0.0540663,0
632.2,0.367428,0.0537071,0
632.3,0.365959,0.05335,0
632.4,0.364495,0.0529951,0
632.5,0.363034,0.0526423,0
632.6,0.361578,0.0522916,0
632.7,0.360125,0.051943,0
632.8,0.358677,0.0515965,0
632.9,0.357233,0.0512521,0
633,0.355793,0.0509098,0
633.1,0.354356,0.0505695,0
633.2,0.352924,0.0502313,0
633.3,0.351497,0.0498952,0
633.4,0.350073,0.0495611,0
633.5,0.348653,0.049229,0
633.6,0.347238,0.048899,0
633.7,0.345826,0.048571,0
633.8,0.344419,0.048245,0
633.9,0.343016,0.0479211,0
634,0.341618,0.0475991,0
634.1,0.340223,0.0472791,0
634.2,0.338833,0.0469611,0
634.3,0.337447,0.0466451,0
634.4,0.336065,0.0463311,0
634.5,0.334687,0.046019,0
634.6,0.333314,0.0457089,0
634.7,0.331945,0.0454008,0
634.8,0.33058,0.0450945,0
634.9,0.32922,0.0447902,0
635,0.327864,0.0444879,0
635.1,0.326512,0.0441874,0
635.2,0.325164,0.0438889,0
635.3,0.323821,0.0435922,0
635.4,0.322482,0.0432973,0
635.5,0.321148,0.0430043,0
635.6,0.319817,0.0427131,0
635.7,0.318492,0.0424237,0
635.8,0.31717,0.042136,0
635.9,0.315853,0.0418501,0
636,0.314541,0.0415659,0
636.1,0.313233,0.0412835,0
636.2,0.311929,0.0410027,0
636.3,0.31063,0.0407236,0
636.4,0.309335,0.0404461,0
636.5,0.308045,0.0401703,0
636.6,0.30676,0.0398961,0
636.7,0.305478,0.0396235,0
636.8,0.304202,0.0393525,0
636.9,0.30293,0.0390831,0
637,0.301662,0.0388152,0
637.1,0.300399,0.0385488,0
637.2,0.299141,0.038284,0
637.3,0.297887,0.0380206,0
637.4,0.296638,0.0377588,0
637.5,0.295393,0.0374984,0
637.6,0.294153,0.0372395,0
637.7,0.292918,0.036982,0
637.8,0.291687,0.036726,0
637.9,0.29046,0.0364713,0
638,0.289239,0.0362181,0
638.1,0.288022,0.0359662,0
638.2,0.286809,0.0357158,0
638.3,0.285602,0.0354667,0
638.4,0.284399,0.0352189,0
638.5,0.2832,0.0349725,0
638.6,0.282006,0.0347273,0
638.7,0.280817,0.0344835,0
638.8,0.279633,0.034241,0
638.9,0.278453,0.0339998,0
639,0.277278,0.0337599,0
639.1,0.276108,0.0335212,0
639.2,0.274942,0.0332838,0
639.3,0.273781,0.0330476,0
639.4,0.272624,0.0328127,0
639.5,0.271473,0.0325789,0
639.6,0.270326,0.0323464,0
639.7,0.269183,0.0321151,0
639.8,0.268045,0.031885,0
639.9,0.266912,0.031656,0
640,0.265784,0.0314282,0
640.1,0.264661,0.0312016,0
640.2,0.263541,0.0309762,0
640.3,0.262427,0.030752,0
640.4,0.261317,0.0305289,0
640.5,0.26021,0.0303072,0
640.6,0.259109,0.0300867,0
640.7,0.258011,0.0298674,0
640.8,0.256917,0.0296495,0
640.9,0.255826,0.0294329,0
641,0.25474,0.0292176,0
641.1,0.253657,0.0290036,0
641.2,0.252577,0.028791,0
641.3,0.251501,0.0285797,0
641.4,0.250428,0.0283699,0
641.5,0.249358,0.0281614,0
641.6,0.248292,0.0279543,0
641.7,0.247228,0.0277487,0
641.8,0.246168,0.0275445,0
641.9,0.24511,0.0273417,0
642,0.244054,0.0271403,0
642.1,0.243002,0.0269405,0
642.2,0.241952,0.026742,0
642.3,0.240904,0.0265451,0
642.4,0.239859,0.0263496,0
642.5,0.238816,0.0261557,0
642.6,0.237776,0.0259632,0
642.7,0.236737,0.0257722,0
642.8,0.235701,0.0255828,0
642.9,0.234666,0.0253948,0
643,0.233634,0.0252084,0
643.1,0.232603,0.0250235,0
643.2,0.231574,0.0248401,0
643.3,0.230547,0.0246583,0
643.4,0.229522,0.024478,0
643.5,0.228498,0.0242992,0
643.6,0.227475,0.024122,0
643.7,0.226454,0.0239464,0
643.8,0.225434,0.0237722,0
643.9,0.224416,0.0235997,0
644,0.223399,0.0234286,0
644.1,0.222383,0.0232592,0
644.2,0.221368,0.0230912,0
644.3,0.220354,0.0229249,0
644.4,0.219342,0.02276,0
644.5,0.21833,0.0225968,0
644.6,0.217319,0.0224351,0
644.7,0.216309,0.0222749,0
644.8,0.2153,0.0221163,0
644.9,0.214291,0.0219593,0
645,0.213284,0.0218037,0
645.1,0.212277,0.0216498,0
645.2,0.21127,0.0214973,0
645.3,0.210265,0.0213464,0
645.4,0.20926,0.0211968,0
645.5,0.208257,0.0210487,0
645.6,0.207254,0.020902,0
645.7,0.206253,0.0207567,0
645.8,0.205253,0.0206126,0
645.9,0.204254,0.0204699,0
646,0.203257,0.0203285,0
646.1,0.202261,0.0201882,0
646.2,0.201266,0.0200492,0
646.3,0.200273,0.0199114,0
646.4,0.199281,0.0197748,0
646.5,0.198292,0.0196393,0
646.6,0.197304,0.0195049,0
646.7,0.196317,0.0193716,0
646.8,0.195333,0.0192393,0
646.9,0.19435,0.0191081,0
647,0.19337,0.0189779,0
647.1,0.192392,0.0188487,0
647.2,0.191415,0.0187205,0
647.3,0.190441,0.0185932,0
647.4,0.189469,0.0184669,0
647.5,0.1885,0.0183415,0
647.6,0.187532,0.0182169,0
647.7,0.186567,0.0180932,0
647.8,0.185605,0.0179704,0
647.9,0.184645,0.0178484,0
648,0.183688,0.0177272,0
648.1,0.182733,0.0176068,0
648.2,0.18178,0.0174872,0
648.3,0.180831,0.0173683,0
648.4,0.179884,0.0172502,0
648.5,0.17894,0.0171328,0
648.6,0.177999,0.0170161,0
648.7,0.17706,0.0169001,0
648.8,0.176125,0.0167847,0
648.9,0.175192,0.01667,0
649,0.174263,0.016556,0
649.1,0.173336,0.0164426,0
649.2,0.172413,0.0163298,0
649.3,0.171493,0.0162176,0
649.4,0.170576,0.016106,0
649.5,0.169662,0.015995,0
649.6,0.168751,0.0158845,0
649.7,0.167843,0.0157746,0
649.8,0.166939,0.0156652,0
649.9,0.166038,0.0155563,0
650,0.165141,0.015448,0
650.1,0.164247,0.0153401,0
650.2,0.163356,0.0152327,0
650.3,0.162469,0.0151259,0
650.4,0.161585,0.0150196,0
650.5,0.160704,0.0149137,0
650.6,0.159827,0.0148084,0
650.7,0.158954,0.0147036,0
650.8,0.158084,0.0145994,0
650.9,0.157217,0.0144956,0
651,0.156354,0.0143924,0
651.1,0.155494,0.0142897,0
651.2,0.154638,0.0141875,0
651.3,0.153785,0.0140859,0
651.4,0.152936,0.0139848,0
651.5,0.152091,0.0138842,0
651.6,0.151248,0.0137842,0
651.7,0.15041,0.0136847,0
651.8,0.149575,0.0135858,0
651.9,0.148744,0.0134874,0
652,0.147916,0.0133896,0
652.1,0.147091,0.0132923,0
652.2,0.146271,0.0131955,0
652.3,0.145453,0.0130993,0
652.4,0.14464,0.0130037,0
652.5,0.14383,0.0129086,0
652.6,0.143023,0.012814,0
652.7,0.142221,0.0127201,0
652.8,0.141421,0.0126266,0
652.9,0.140626,0.0125337,0
653,0.139834,0.0124414,0
653.1,0.139045,0.0123497,0
653.2,0.13826,0.0122584,0
653.3,0.137479,0.0121678,0
653.4,0.136701,0.0120777,0
653.5,0.135927,0.0119882,0
653.6,0.135157,0.0118992,0
653.7,0.13439,0.0118108,0
653.8,0.133627,0.0117229,0
653.9,0.132867,0.0116356,0
654,0.132111,0.0115488,0
654.1,0.131359,0.0114627,0
654.2,0.13061,0.011377,0
654.3,0.129865,0.0112919,0
654.4,0.129123,0.0112074,0
654.5,0.128385,0.0111235,0
654.6,0.127651,0.0110401,0
654.7,0.12692,0.0109572,0
654.8,0.126193,0.0108749,0
654.9,0.125469,0.0107932,0
655,0.124749,0.010712,0
655.1,0.124033,0.0106313,0
655.2,0.12332,0.0105512,0
655.3,0.12261,0.0104717,0
655.4,0.121905,0.0103927,0
655.5,0.121202,0.0103142,0
655.6,0.120504,0.0102363,0
655.7,0.119809,0.0101589,0
655.8,0.119117,0.0100821,0
655.9,0.118428,0.0100057,0
656,0.117744,0.00992994,0
656.1,0.117062,0.00985468,0
656.2,0.116384,0.00977994,0
656.3,0.11571,0.00970572,0
656.4,0.115038,0.00963202,0
656.5,0.114371,0.00955884,0
656.6,0.113706,0.00948616,0
656.7,0.113045,0.00941401,0
656.8,0.112387,0.00934235,0
656.9,0.111733,0.00927121,0
657,0.111081,0.00920057,0
657.1,0.110433,0.00913043,0
657.2,0.109789,0.00906078,0
657.3,0.109147,0.00899164,0
657.4,0.108509,0.00892298,0
657.5,0.107874,0.00885482,0
657.6,0.107243,0.00878714,0
657.7,0.106614,0.00871995,0
657.8,0.105989,0.00865324,0
657.9,0.105367,0.00858701,0
658,0.104747,0.00852126,0
658.1,0.104132,0.00845599,0
658.2,0.103519,0.00839118,0
658.3,0.102909,0.00832685,0
658.4,0.102303,0.00826298,0
658.5,0.101699,0.00819958,0
658.6,0.101099,0.00813664,0
658.7,0.100502,0.00807416,0
658.8,0.0999072,0.00801214,0
658.9,0.099316,0.00795057,0
659,0.0987277,0.00788945,0
659.1,0.0981425,0.00782878,0
659.2,0.0975603,0.00776856,0
659.3,0.096981,0.00770878,0
659.4,0.0964047,0.00764945,0
659.5,0.0958314,0.00759055,0
659.6,0.095261,0.00753209,0
659.7,0.0946935,0.00747406,0
659.8,0.0941289,0.00741646,0
659.9,0.0935673,0.00735929,0
660,0.0930085,0.00730255,0
660.1,0.0924526,0.00724623,0
660.2,0.0918995,0.00719034,0
660.3,0.0913493,0.00713486,0
660.4,0.090802,0.00707981,0
660.5,0.0902575,0.00702517,0
660.6,0.0897158,0.00697095,0
660.7,0.0891769,0.00691714,0
660.8,0.0886408,0.00686375,0
660.9,0.0881075,0.00681077,0
661,0.0875769,0.0067582,0
661.1,0.0870492,0.00670604,0
661.2,0.0865242,0.00665429,0
661.3,0.0860019,0.00660295,0
661.4,0.0854824,0.006552,0
661.5,0.0849655,0.00650146,0
661.6,0.0844514,0.00645132,0
661.7,0.08394,0.00640158,0
661.8,0.0834313,0.00635224,0
661.9,0.0829253,0.00630329,0
662,0.0824219,0.00625474,0
662.1,0.0819212,0.00620658,0
662.2,0.0814232,0.00615881,0
662.3,0.0809278,0.00611142,0
662.4,0.080435,0.00606442,0
662.5,0.0799448,0.00601781,0
662.6,0.0794572,0.00597158,0
662.7,0.0789723,0.00592573,0
662.8,0.0784899,0.00588026,0
662.9,0.0780101,0.00583517,0
663,0.0775328,0.00579045,0
663.1,0.0770581,0.00574611,0
663.2,0.0765859,0.00570213,0
663.3,0.0761163,0.00565853,0
663.4,0.0756492,0.00561529,0
663.5,0.0751846,0.00557242,0
663.6,0.0747225,0.00552991,0
663.7,0.0742629,0.00548776,0
663.8,0.0738058,0.00544597,0
663.9,0.0733511,0.00540454,0
664,0.0728989,0.00536347,0
664.1,0.0724492,0.00532274,0
664.2,0.0720019,0.00528237,0
664.3,0.071557,0.00524235,0
664.4,0.0711145,0.00520267,0
664.5,0.0706745,0.00516334,0
664.6,0.0702368,0.00512436,0
664.7,0.0698016,0.00508571,0
664.8,0.0693687,0.0050474,0
664.9,0.0689381,0.00500943,0
665,0.06851,0.00497179,0
665.1,0.0680841,0.00493449,0
665.2,0.0676606,0.00489751,0
665.3,0.0672395,0.00486086,0
665.4,0.0668206,0.00482452,0
665.5,0.0664041,0.00478851,0
665.6,0.0659898,0.0047528,0
665.7,0.0655778,0.0047174,0
665.8,0.0651681,0.0046823,0
665.9,0.0647606,0.00464751,0
666,0.0643554,0.004613,0
666.1,0.0639524,0.00457879,0
666.2,0.0635516,0.00454487,0
666.3,0.0631531,0.00451123,0
666.4,0.0627567,0.00447787,0
666.5,0.0623626,0.00444478,0
666.6,0.0619706,0.00441197,0
666.7,0.0615808,0.00437943,0
666.8,0.0611931,0.00434715,0
666.9,0.0608076,0.00431514,0
667,0.0604242,0.00428339,0
667.1,0.060043,0.00425189,0
667.2,0.0596639,0.00422064,0
667.3,0.0592868,0.00418965,0
667.4,0.0589119,0.0041589,0
667.5,0.0585391,0.00412839,0
667.6,0.0581683,0.00409813,0
667.7,0.0577996,0.0040681,0
667.8,0.0574329,0.0040383,0
667.9,0.0570683,0.00400874,0
668,0.0567057,0.0039794,0
668.1,0.0563452,0.00395029,0
668.2,0.0559866,0.00392141,0
668.3,0.0556301,0.00389274,0
668.4,0.0552756,0.00386429,0
668.5,0.054923,0.00383606,0
668.6,0.0545724,0.00380804,0
668.7,0.0542238,0.00378023,0
668.8,0.0538771,0.00375262,0
668.9,0.0535324,0.00372522,0
669,0.0531896,0.00369803,0
669.1,0.0528487,0.00367103,0
669.2,0.0525098,0.00364423,0
669.3,0.0521728,0.00361763,0
669.4,0.0518376,0.00359121,0
669.5,0.0515044,0.00356499,0
669.6,0.051173,0.00353896,0
669.7,0.0508435,0.00351311,0
669.8,0.0505158,0.00348745,0
669.9,0.05019,0.00346197,0
670,0.0498661,0.00343667,0
670.1,0.049544,0.00341155,0
670.2,0.0492237,0.0033866,0
670.3,0.0489052,0.00336183,0
670.4,0.0485885,0.00333724,0
670.5,0.0482736,0.00331281,0
670.6,0.0479605,0.00328856,0
670.7,0.0476492,0.00326448,0
670.8,0.0473397,0.00324058,0
670.9,0.0470319,0.00321683,0
671,0.0467258,0.00319326,0
671.1,0.0464215,0.00316986,0
671.2,0.046119,0.00314662,0
671.3,0.0458181,0.00312354,0
671.4,0.045519,0.00310063,0
671.5,0.0452216,0.00307788,0
671.6,0.0449259,0.00305529,0
671.7,0.0446318,0.00303286,0
671.8,0.0443395,0.0030106,0
671.9,0.0440488,0.00298849,0
672,0.0437598,0.00296653,0
672.1,0.0434725,0.00294474,0
672.2,0.0431868,0.00292309,0
672.3,0.0429027,0.00290161,0
672.4,0.0426203,0.00288027,0
672.5,0.0423394,0.00285909,0
672.6,0.0420602,0.00283806,0
672.7,0.0417827,0.00281718,0
672.8,0.0415067,0.00279645,0
672.9,0.0412323,0.00277587,0
673,0.0409594,0.00275543,0
673.1,0.0406882,0.00273514,0
673.2,0.0404185,0.002715,0
673.3,0.0401504,0.002695,0
673.4,0.0398838,0.00267514,0
673.5,0.0396188,0.00265542,0
673.6,0.0393553,0.00263585,0
673.7,0.0390933,0.00261642,0
673.8,0.0388329,0.00259713,0
673.9,0.038574,0.00257797,0
674,0.0383165,0.00255896,0
674.1,0.0380606,0.00254008,0
674.2,0.0378061,0.00252133,0
674.3,0.0375532,0.00250273,0
674.4,0.0373017,0.00248425,0
674.5,0.0370517,0.00246591,0
674.6,0.0368031,0.0024477,0
674.7,0.036556,0.00242962,0
674.8,0.0363103,0.00241168,0
674.9,0.0360661,0.00239386,0
675,0.0358233,0.00237617,0
675.1,0.0355819,0.00235861,0
675.2,0.0353419,0.00234118,0
675.3,0.0351033,0.00232387,0
675.4,0.0348662,0.00230669,0
675.5,0.0346304,0.00228963,0
675.6,0.0343961,0.0022727,0
675.7,0.0341631,0.00225589,0
675.8,0.0339315,0.0022392,0
675.9,0.0337013,0.00222263,0
676,0.0334725,0.00220618,0
676.1,0.033245,0.00218985,0
676.2,0.0330189,0.00217363,0
676.3,0.0327941,0.00215754,0
676.4,0.0325707,0.00214156,0
676.5,0.0323487,0.0021257,0
676.6,0.0321279,0.00210995,0
676.7,0.0319086,0.00209432,0
676.8,0.0316905,0.0020788,0
676.9,0.0314737,0.00206339,0
677,0.0312583,0.00204809,0
677.1,0.0310442,0.00203291,0
677.2,0.0308314,0.00201783,0
677.3,0.0306199,0.00200287,0
677.4,0.0304096,0.00198801,0
677.5,0.0302007,0.00197326,0
677.6,0.0299931,0.00195862,0
677.7,0.0297867,0.00194408,0
677.8,0.0295816,0.00192965,0
677.9,0.0293777,0.00191532,0
678,0.0291751,0.0019011,0
678.1,0.0289738,0.00188698,0
678.2,0.0287737,0.00187296,0
678.3,0.0285749,0.00185904,0
678.4,0.0283773,0.00184523,0
678.5,0.0281809,0.00183151,0
678.6,0.0279857,0.0018179,0
678.7,0.0277918,0.00180438,0
678.8,0.0275991,0.00179096,0
678.9,0.0274076,0.00177764,0
679,0.0272173,0.00176442,0
679.1,0.0270282,0.00175129,0
679.2,0.0268402,0.00173825,0
679.3,0.0266535,0.00172532,0
679.4,0.0264679,0.00171247,0
679.5,0.0262836,0.00169972,0
679.6,0.0261003,0.00168706,0
679.7,0.0259183,0.00167449,0
679.8,0.0257374,0.00166202,0
679.9,0.0255576,0.00164963,0
680,0.025379,0.00163734,0
680.1,0.0252016,0.00162513,0
680.2,0.0250252,0.00161301,0
